ID,TARGET_LifeExpectancy,Country,Year,Company_Status,Company_Confidence,Company_device_confidence,Device_confidence,Device_returen,Test_Fail,PercentageExpenditure,Engine_Cooling,Gas_Pressure,Obsolescence,ISO_23,TotalExpenditure,STRD_DTP,Engine_failure,GDP,Product_Quantity,Engine_failure_Prevalence,Leakage_Prevalence,IncomeCompositionOfResources,RD
636,58.5,109,2007,0,343,310,376,206,0.99,18.03753133,357,13.8,323,56,4.2,44,3.7,181.02,7672783,11.5,11.2,0.325,2.408318916
637,56.1,109,2006,0,354,344,364,217,0.86,1.506962482,73,13.5,342,54,4.23,4,4.1,152.05,7462445,11.5,11.3,0.31,2.323790008
638,53.7,109,2005,0,363,346,380,228,0.79,10.97201912,228,13.2,360,55,4.64,37,4.4,133.14,72545144,11.6,11.5,0.306,2.28035085
639,50.9,109,2004,0,369,348,390,237,0.8,10.82452594,3332,12.9,377,55,4.73,35,4.6,124.73,7497192,11.7,11.6,0.298,2.213594362
640,49.2,109,2003,0,372,364,380,246,0.85,1.186227577,2366,12.6,392,55,4.26,32,4.9,13.64,68492257,11.8,11.7,0.283,2.073644135
641,50.7,109,2002,0,391,392,390,253,0.88,11.59481766,1660,12.3,404,55,4.36,3,5,138.74,66537331,11.9,11.8,0,1.974841766
642,81.7,148,2017,0,76,74,78,0,9.72,0,2,62.1,0,97,8.43,97,0.1,4754.85,5479531,0.9,0.8,0.893,4.123105626
643,89.3,148,2016,0,78,72,84,0,8.8,6164.455402,0,61.7,0,98,9.68,98,0.1,55904.37,5461512,0.9,0.8,0.89,4.123105626
644,90.4,148,2015,0,79,78,80,0,8.97,6115.496624,2,61.4,0,98,9.55,98,0.1,55595.42,5438972,0.9,0.8,0.887,4.123105626
645,85.3,148,2014,0,82,82,82,0,9.24,5889.012536,0,61,0,99,9.3,99,0.1,53105.43,5413971,0.9,0.8,0.884,4.123105626
646,83.9,148,2013,0,86,82,90,0,9.81,71.01620838,27,6.6,0,99,9.1,99,0.1,649.29,5388272,0.9,0.8,0.878,4.110960958
647,79,148,2012,0,89,88,90,0,9.72,591.6691405,5,6.2,0,99,9.5,99,0.1,5177.1,5363352,0.9,0.8,0.874,4.098780306
648,78.2,148,2011,0,91,92,90,0,9.96,579.7384368,2,59.8,0,99,9.2,99,0.1,5283.21,5338871,0.9,0.8,0.878,4.123105626
649,79.1,148,2010,0,94,94,94,0,10.26,678.88112,5,59.4,0,97,8.35,99,0.1,5982.27,5313399,0.9,0.8,0.876,4.135214626
650,76.7,148,2009,0,96,90,102,0,10.45,6147.1323,0,59,0,97,8.9,99,0.1,54083.17,528872,0.9,0.8,0.873,4.147288271
651,79.8,148,2008,0,96,94,98,0,10.15,524.7775227,0,58.6,0,97,8.38,97,0.1,4606.2,5266268,0.9,0.8,0.869,4.147288271
652,78.2,148,2007,0,11,10,12,0,9.95,4816.589613,1,58.1,0,97,8.43,97,0.1,43645.47,524696,0.9,0.8,0.864,4.135214626
653,80.6,148,2006,0,12,12,12,0,9.89,4508.806185,0,57.6,0,96,8.21,98,0.1,42152.45,5228172,0.9,0.8,0.869,4.277849927
654,77.5,148,2005,0,98,88,108,0,9.31,3869.026302,0,57.1,0,96,8.15,98,0.1,36754.11,521314,0.9,0.8,0.866,4.254409477
655,75.7,148,2004,0,98,94,102,0,9.25,3099.357319,0,56.6,0,95,7.81,98,0.1,30054.37,52598,0.9,0.8,0.863,4.242640687
656,76,148,2003,0,1,0,2,0,8.94,2775.33544,1,56.1,0,95,7.43,98,0.1,27902.83,51888,0.9,0.8,0.856,4.207136794
657,79.9,148,2002,0,15,14,16,0,8.59,397.7533689,0,55.5,0,96,7.22,99,0.1,27163.64,517629,0.9,0.9,0.847,4.159326869
658,82.7,31,2017,0,78,78,78,2,12.2,0,157,62.5,3,98,9.77,98,0.1,40909.98,6662468,0.7,0.6,0.894,4.037325848
659,79.6,31,2016,0,79,82,76,3,11.5,6739.677606,267,62,3,98,11.54,98,0.1,48109.87,66331957,0.6,0.6,0.89,4.024922359
660,82.6,31,2015,0,81,82,80,3,11.1,6646.953935,272,61.6,3,99,11.56,99,0.1,47660.62,6599857,0.6,0.6,0.887,4.024922359
661,83.8,31,2014,0,83,80,86,3,11.5,751.3793553,0,61.1,3,99,11.44,99,0.1,5418.83,6565979,0.6,0.6,0.885,4.01248053
662,80.5,31,2013,0,83,86,80,3,11.8,683.9190568,14949,6.6,3,99,11.33,99,0.1,4907.04,65342776,0.6,0.6,0.882,4.01248053
663,80.2,31,2012,0,86,80,92,3,11.7,72.8001211,5048,6.1,3,99,11.2,99,0.1,530.14,6527512,0.6,0.6,0.879,4
664,84,31,2011,0,88,88,88,3,11.8,6415.35735,1541,59.6,3,98,11.28,98,0.1,46626.87,647744,0.6,0.6,0.879,4
665,89.4,31,2010,0,88,86,90,3,11.9,7002.785925,604,59.1,3,98,1.57,98,0.1,50863.3,6437499,0.6,0.6,0.877,4.01248053
666,92.7,31,2009,0,89,94,84,3,12.2,64.73714894,39,58.6,3,99,1.45,98,0.1,466.57,6416229,0.6,0.6,0.873,4.01248053
667,87,31,2008,0,92,98,86,3,12.4,5689.991931,40,58,4,99,1.53,99,0.1,40929.94,63621376,0.6,0.6,0.87,4.01248053
668,81.8,31,2007,0,93,90,96,3,12.2,5451.701225,36,57.5,4,98,1.6,98,0.1,39065.29,63179356,0.6,0.6,0.86,3.937003937
669,82.5,31,2006,0,94,92,96,3,13.18,5291.234786,4448,57,4,99,1.53,98,0.1,37939.71,6274897,0.6,0.6,0.857,3.937003937
670,79.5,31,2005,0,99,98,100,3,13.49,4572.441963,0,56.4,4,96,1.43,97,0.1,33254.12,62244884,0.6,0.6,0.852,3.924283374
671,74.7,31,2004,0,11,10,12,3,13.78,3779.655273,5185,55.8,4,97,1.22,97,0.1,27188.27,6185267,0.7,0.6,0.851,3.937003937
672,77.7,31,2003,0,13,12,14,3,13.89,3451.185079,0,55.2,4,98,9.89,97,0.1,25230.6,61357431,0.7,0.6,0.849,3.949683532
673,77.8,31,2002,0,13,12,14,3,13.63,3410.284431,10000,54.6,4,98,9.77,97,0.1,25161.52,6912498,0.7,0.6,0.844,3.962322551
674,67.6,79,2017,0,229,236,222,2,8.64,0,27,36.3,3,79,3.22,8,2.7,8275.66,193175,6.1,5.9,0.694,3.54964787
675,66.7,79,2016,0,237,238,236,2,0.01,715.2816939,33,35.8,3,68,3.44,7,2.8,10855.22,1875713,6.1,6,0.687,3.54964787
676,67,79,2015,0,255,260,250,2,8.86,154.8758879,122,35.2,3,77,3.98,79,3.7,10841.31,1817271,6.2,6.1,0.678,3.535533906
677,61.6,79,2014,0,276,260,292,2,8.3,805.3925284,2,34.6,3,8,3.13,82,4.9,10947.08,1756817,6.3,6.2,0.669,3.535533906
678,65.5,79,2013,0,289,304,274,2,8.9,133.5223672,2,34.1,3,75,3.12,75,6,1922.17,169711,6.4,6.3,0.664,3.535533906
679,63.3,79,2012,0,294,298,290,2,8.85,145.318282,1,33.5,3,68,3.41,67,7,9804.61,16421,6.5,6.4,0.66,3.535533906
680,62.3,79,2011,0,31,30,32,2,8.64,52.31086276,0,33,3,74,3.43,76,8,855.3,1586754,6.7,6.5,0.652,3.521363372
681,66.6,79,2010,0,298,302,294,2,8.75,11.05422474,3,32.4,3,81,2.54,82,8.9,217.59,1536411,6.8,6.6,0.651,3.521363372
682,64.6,79,2009,0,291,306,276,2,9.02,545.4389573,0,31.9,3,78,2.86,81,10,9355.16,1489193,6.9,6.8,0.645,3.521363372
683,64.3,79,2008,0,288,284,292,2,8.01,40.53719812,90,31.4,3,44,2.88,45,10.7,815.11,1444844,7.1,6.9,0.646,3.521363372
684,67.4,79,2007,0,37,36,38,2,7.72,353.2438029,0,3.8,3,44,2.76,45,10.9,7550.25,143126,7.2,7.1,0.64,3.521363372
685,59.3,79,2006,0,322,312,332,2,8.13,443.4750634,63,3.3,3,44,3.26,45,11.1,6367.85,136425,7.4,7.2,0.64,3.507135583
686,58.1,79,2005,0,32,32,32,2,6.47,352.232365,0,29.8,3,44,3.48,45,11,5479.17,1328146,7.5,7.4,0.638,3.507135583
687,59.7,79,2004,0,315,320,310,2,8.34,22.69039905,110,29.2,3,44,3.22,45,10.7,462.06,129449,7.7,7.5,0.636,3.507135583
688,60.9,79,2003,0,37,36,38,2,9.29,183.6980778,5129,28.7,3,44,3.23,45,10.1,4453.29,1262259,7.8,7.7,0.633,3.507135583
689,59.4,79,2002,0,296,312,280,2,8.87,218.1727473,15,28.1,3,44,2.89,45,9.5,4610.44,1231122,8,7.8,0.637,3.492849839
690,59.5,192,2017,0,262,254,270,3,2.47,0,71,27.3,5,96,5.75,97,1.7,413.73,127445,7.3,7.2,0.45,2.983286778
691,68.4,192,2016,0,266,250,282,3,0.01,0,1,26.7,5,97,7.34,96,1.7,413.73,127445,7.5,7.3,0.449,2.983286778
692,64.7,192,2015,0,266,264,268,3,0.01,0,0,26,5,96,6.49,97,1.6,413.73,127445,7.6,7.5,0.445,2.983286778
693,64.5,192,2014,0,269,262,276,3,0.01,0,0,25.4,5,98,6.12,98,1.4,413.73,127445,7.8,7.7,0.44,2.966479395
694,59.8,192,2013,0,277,284,270,3,3.41,0,0,24.8,5,95,6.24,96,1.8,413.73,127445,8,7.9,0.441,2.949576241
695,62.1,192,2012,0,284,284,284,3,3.48,0,2,24.1,6,97,5.75,97,2.1,413.73,127445,8.2,8.1,0.439,2.966479395
696,59.4,192,2011,0,286,302,270,3,2.99,0,0,23.5,6,97,5.85,98,2.7,413.73,127445,8.4,8.3,0.434,2.983286778
697,56.2,192,2010,0,287,292,282,3,2.79,0,0,22.8,6,96,5.95,96,3,413.73,127445,8.6,8.5,0.426,2.93257566
698,58.8,192,2009,0,288,282,294,3,2.64,0,0,22.2,6,94,5.76,95,3.1,413.73,127445,8.8,8.7,0.42,2.898275349
699,56.6,192,2008,0,288,288,288,3,2.93,0,0,21.5,6,94,5.52,95,3,413.73,127445,9,8.9,0.415,2.846049894
700,58.8,192,2007,0,294,310,278,3,2.26,0,0,2.9,6,94,4.97,95,3,413.73,127445,9.2,9.1,0.412,2.792848009
701,58,192,2006,0,296,308,284,3,2.51,0,0,2.3,6,88,4.35,87,2.9,413.73,127445,9.4,9.3,0.404,2.75680975
702,55.7,192,2005,0,297,298,296,3,2.47,0,119,19.7,6,87,4.22,87,2.7,413.73,127445,9.6,9.6,0.395,2.701851217
703,57.2,192,2004,0,298,288,308,3,2.08,0,32,19.1,6,86,3.75,87,2.5,413.73,127445,9.8,9.8,0.392,2.645751311
704,54.9,192,2003,0,3,2,4,3,2.25,0,99,18.5,6,85,3.71,87,2.3,413.73,127445,1,1,0.384,2.607680962
705,54.4,192,2002,0,33,32,34,3,2.18,0,336,18,6,84,3.61,8,2,413.73,127445,1.2,1.2,0.377,2.549509757
706,75.9,145,2017,0,129,122,136,1,6.13,0,431,56.2,1,91,8.39,94,0.1,4216.41,37171,2.7,2.8,0.768,3.728270376
707,75.3,145,2016,0,125,130,120,1,6.13,221.482875,3188,55.3,1,91,7.42,91,0.1,4961.22,3727,2.7,2.8,0.759,3.674234614
708,75,145,2015,0,128,130,126,1,5.91,180.3787034,7872,54.4,1,94,7.25,93,0.1,4787.3,3776,2.7,2.8,0.755,3.674234614
709,70.7,145,2014,0,13,12,14,1,7.71,158.2576025,31,53.6,1,93,8.57,92,0.1,4640.01,3825,2.6,2.8,0.749,3.660601044
710,72.7,145,2013,0,127,128,126,1,8.14,198.94876,64,52.8,1,88,9.38,94,0.1,4172.71,3875,2.6,2.8,0.742,3.646916506
711,73.8,145,2012,0,132,134,130,1,7.24,194.1732658,22,52,1,88,1.5,92,0.1,3320.21,3926,2.6,2.8,0.738,3.646916506
712,73.6,145,2011,0,133,136,130,1,6.66,18.5314303,23,51.3,1,93,1.19,88,0.1,309.78,3978,2.6,2.8,0.734,3.577708764
713,75.5,145,2010,0,128,132,124,1,7.17,151.762567,56,5.5,1,9,8.99,92,0.1,3555.94,43,2.6,2.8,0.735,3.619392214
714,72.7,145,2009,0,12,12,12,1,8.65,106.164686,44,49.9,1,88,8.17,98,0.1,2791.18,482,2.7,2.9,0.722,3.535533906
715,75,145,2008,0,126,124,128,1,6.18,110.1138286,334,49.2,1,89,8.39,88,0.1,2097.41,4136,2.7,2.9,0.714,3.54964787
716,75,145,2007,0,128,134,122,1,4.7,9.444875415,1356,48.6,1,82,8.6,82,0.1,172,419,2.8,2.9,0.703,3.492849839
717,71.3,145,2006,0,134,136,132,1,3.74,7.132564768,6847,48.1,1,66,8.53,78,0.1,142.65,4245,2.8,3,0.694,3.464101615
718,68.9,145,2005,0,132,130,134,1,3.36,70.54185252,216,47.5,2,74,8.49,75,0.1,1039.56,431,2.9,3,0.684,3.435112807
719,69,145,2004,0,142,150,134,2,2.72,60.55818291,199,47,2,89,8.72,84,0.1,872.91,4357,2.9,3,0.677,3.435112807
720,74.1,145,2003,0,121,116,126,2,2.76,57.10318825,35,46.5,2,83,7.82,87,0.1,822.05,43864,3,3.1,0.673,3.420526275
721,71.6,145,2002,0,129,130,128,2,3.28,47.81704183,50,46,2,81,6.94,8,0.1,775.04,44183,3.1,3.1,0,3.376388603
722,78.5,107,2017,1,68,70,66,2,11.5,0,2464,62.3,3,94,1.52,95,0.1,46118.11,81686611,1.1,1.1,0.924,4.135214626
723,86.1,107,2016,1,69,70,68,2,11.03,941.7562909,443,61.9,3,94,11.3,95,0.1,5367.77,89825,1.1,1.1,0.92,4.123105626
724,88.4,107,2015,1,71,66,76,2,10.94,895.8779503,1771,61.4,3,94,11.16,95,0.1,5212.38,864565,1.1,1.1,0.919,4.110960958
725,86.9,107,2014,1,71,70,72,2,11.18,839.91332,166,6.9,3,94,1.99,95,0.1,5001.08,8425823,1.1,1.1,0.916,4.110960958
726,84.8,107,2013,1,74,72,76,2,11.2,869.790735,1607,6.4,3,94,1.93,95,0.1,5243.09,8274983,1.1,1.1,0.912,4.098780306
727,83.3,107,2012,1,76,74,78,2,11.2,7584.078579,780,59.9,3,94,11.25,95,0.1,46799.82,8177693,1.1,1.1,0.907,4.086563348
728,78.4,107,2011,1,79,80,78,2,11.22,7641.270645,574,59.5,3,95,11.4,96,0.1,46740.71,819237,1.1,1.1,0.906,4.086563348
729,81.4,107,2010,1,8,8,8,2,11.36,8285.264655,917,59,3,95,1.39,96,0.1,51183.1,821197,1.1,1.1,0.903,4.074309757
730,81.7,107,2009,1,82,78,86,3,11.5,7777.556353,567,58.5,3,95,1.18,96,0.1,46832.6,82266372,1.1,1.1,0.898,4.074309757
731,77.3,107,2008,1,84,82,86,3,11.76,6407.535954,2307,58,3,94,1.34,96,0.1,40821.62,82376451,1.1,1.1,0.892,4.062019202
732,76,107,2007,1,85,82,88,3,11.67,6012.92584,778,57.6,3,95,1.52,96,0.1,38860.22,82469422,1.1,1.1,0.884,4.049691346
733,83,107,2006,1,86,86,86,3,11.83,5842.374765,121,57.1,3,96,1.37,96,0.1,38265.85,8251626,1.1,1.1,0.877,4.049691346
734,81,107,2005,1,9,8,10,3,11.92,582.6157028,779,56.6,4,96,1.62,97,0.1,3763.15,82534176,1.1,1.1,0.872,4.037325848
735,75.4,107,2004,1,91,86,96,3,12.25,437.1059663,4657,56.1,4,97,1.4,93,0.1,2828.18,82488495,1.2,1.1,0.867,4.037325848
736,77.3,107,2003,1,92,96,88,3,12.46,4057.637383,6024,55.6,4,96,1.15,93,0.1,26529.79,82349925,1.2,1.1,0.86,4.024922359
737,75.6,107,2002,1,95,88,102,3,12.91,4238.540035,0,55.1,4,94,1.1,9,0.1,26565,8221158,1.2,1.2,0.855,4.024922359
738,59.9,168,2017,0,249,282,216,37,1.53,0,23,28.6,52,88,4.63,88,0.7,1524.45,27582821,6.2,6.1,0.575,3.376388603
739,62.2,168,2016,0,253,266,240,37,0.01,97.67794571,124,28,54,93,3.56,98,0.8,1604.1,26962563,6.4,6.3,0.576,3.420526275
740,62.1,168,2015,0,254,256,252,38,0.01,28.66897829,319,27.3,55,91,4.63,9,0.9,2032.23,26346251,6.6,6.4,0.57,3.391164992
741,62.6,168,2014,0,257,270,244,39,0.01,151.899429,1613,26.7,56,91,4.79,92,0.9,1825.4,2573349,6.7,6.6,0.563,3.346640106
742,61.5,168,2013,0,263,256,270,40,1.64,225.2219474,120,26.1,58,91,4.81,91,1.3,1763.98,25121796,6.9,6.8,0.554,3.301514804
743,68,168,2012,0,267,262,272,40,1.69,195.9824626,641,25.5,59,94,5.33,94,1.9,1470.2,2451214,7.1,7,0.547,3.240370349
744,67.8,168,2011,0,271,278,264,41,1.76,30.72290501,101,24.9,60,94,5.17,94,2.1,209.18,2393831,7.3,7.2,0.542,3.224903099
745,62.8,168,2010,0,275,288,262,41,1.78,161.0106435,82,24.2,61,92,4.85,93,2.2,1371.35,2329864,7.5,7.4,0.53,3.130495168
746,60.1,168,2009,0,28,26,30,41,1.25,3.181373629,6,23.6,61,94,5.3,94,2.6,22.05,227212,7.7,7.6,0.519,3.016620626
747,60.6,168,2008,0,288,276,300,41,1.7,129.0263364,420,23,62,84,4.64,84,2.9,1033.69,22113425,7.9,7.9,0.51,2.949576241
748,61.3,168,2007,0,296,288,304,41,1.5,78.71123825,435,22.4,62,85,4.51,84,3.1,557.95,215429,8.1,8.1,0.499,2.846049894
749,64.7,168,2006,0,34,32,36,41,1.46,53.23775977,60,21.8,62,81,3.96,8,3.2,473.98,2986536,8.4,8.3,0.491,2.774887385
750,57.2,168,2005,0,38,38,38,41,1.53,31.09435342,1939,21.2,63,8,3.12,8,3.4,418.08,2446782,8.6,8.5,0.489,2.810693865
751,60.2,168,2004,0,31,28,34,42,1.6,3.336437969,12289,2.7,63,8,3.7,78,3.5,44.22,19924522,8.8,8.8,0.484,2.75680975
752,60.3,168,2003,0,39,36,42,42,1.49,25.55981288,13476,2.1,64,81,3.56,79,3.5,306.5,1942165,9,9,0.485,2.828427125
753,56.2,168,2002,0,38,34,42,43,1.6,20.65432873,23068,19.5,65,88,3,88,3.6,294.69,18938762,9.2,9.2,0.48,2.774887385
754,74.9,157,2017,0,142,136,148,0,8.8,0,0,48.4,0,99,6.15,92,0.1,10317.66,127445,3.8,3.8,0.751,3.974921383
755,78.2,157,2016,0,143,146,140,0,8.42,789.2764615,0,47.4,0,81,6.1,97,0.1,9598.15,127445,3.8,3.8,0.749,3.974921383
756,71.7,157,2015,0,144,142,146,0,8.25,780.4459281,0,46.5,0,98,6.15,97,0.1,8910.29,127445,3.8,3.8,0.746,3.974921383
757,71.7,157,2014,0,146,144,148,0,8.07,865.9999782,0,45.6,0,98,6.36,97,0.1,8493.17,127445,3.8,3.8,0.744,3.974921383
758,74,157,2013,0,15,14,16,0,7.84,11.56715633,0,44.7,0,95,6.35,95,0.1,830.46,127445,3.8,3.8,0.741,3.974921383
759,75.2,157,2012,0,154,146,162,0,7.91,145.8401998,0,43.9,0,94,6.41,97,0.1,8249.55,127445,3.8,3.8,0,3.974921383
760,75.7,157,2011,0,158,152,164,0,8.42,146.4384488,0,43.1,0,99,6.24,99,0.1,8283.39,127445,3.8,3.8,0,3.949683532
761,72,157,2010,0,162,158,166,0,8.92,754.9597129,0,42.4,0,99,5.76,99,0.1,8900.58,127445,3.8,3.9,0,3.924283374
762,71.1,157,2009,0,164,160,168,0,9.06,95.19375921,0,41.8,0,96,5.88,96,0.1,8201.31,127445,3.9,3.9,0,3.911521443
763,74.5,157,2008,0,167,164,170,0,9.06,662.2663687,0,41.1,0,91,5.99,91,0.1,7576.49,127445,3.9,3.9,0,3.885871846
764,72.1,157,2007,0,169,174,164,0,8.8,119.5548694,0,4.5,0,99,5.5,99,0.1,7565.05,127445,3.9,4,0,3.860051813
765,72.4,157,2006,0,187,184,190,0,8.43,100.965873,0,39.9,0,84,5.24,83,0.1,6536.52,127445,4,4,0,3.847076812
766,68.1,157,2005,0,173,172,174,0,9.75,77.9454329,0,39.4,0,98,5.89,97,0.1,6466.58,127445,4,4.1,0,3.820994635
767,78.9,157,2004,0,176,178,174,0,10.71,513.3465408,0,38.8,0,98,6.67,98,0.1,5927.3,127445,4.1,4.1,0,3.794733192
768,77.2,157,2003,0,178,180,176,0,9.61,81.11355954,0,38.2,0,96,7.67,96,0.1,582.35,127445,4.2,4.2,0,3.78153408
769,75,157,2002,0,182,200,164,0,9.4,676.5453878,0,37.7,0,97,6.62,97,0.1,5731.7,127445,4.3,4.2,0,3.754996671
770,61.9,84,2017,0,284,268,300,26,0.18,0,243,23.3,40,42,3.76,54,0.5,621.03,1291533,7.3,7.3,0.414,2.966479395
771,57.1,84,2016,0,299,304,294,27,0.01,50.57976483,175,22.7,41,42,5.64,51,0.5,629.44,118559,7.5,7.4,0.412,2.93257566
772,58.1,84,2015,0,284,268,300,27,0.01,5.140668848,53,22.2,41,63,5.49,63,1,60.67,11536615,7.7,7.6,0.406,2.915475947
773,61,84,2014,0,288,280,296,28,0.01,4.344930862,6,21.7,42,63,5.39,62,1.9,58.63,11281469,7.8,7.8,0.396,2.915475947
774,58.8,84,2013,0,29,28,30,28,0.22,42.2547904,11,21.2,43,63,4.73,63,2,514.41,113517,8,8,0.385,2.898275349
775,58.3,84,2012,0,291,256,326,29,0.2,29.74734049,45,2.8,44,62,4.55,64,2.2,491.4,179417,8.2,8.2,0.38,2.880972058
776,59.6,84,2011,0,297,296,298,29,0.18,24.84763562,264,2.3,46,6,3.85,57,2.3,489.09,1556524,8.4,8.4,0.376,2.846049894
777,56.9,84,2010,0,33,32,34,30,0.21,19.68510257,89,19.8,47,59,3.21,6,2.3,489.94,1323142,8.6,8.6,0.371,2.810693865
778,57.3,84,2009,0,36,38,34,31,0.19,1.399626733,3,19.4,48,46,3.8,63,2.4,55.39,196727,8.9,8.8,0.364,2.75680975
779,56.3,84,2008,0,317,312,322,31,0.16,10.3839337,4,19,49,53,3.2,57,2.6,332.29,9881428,9.1,9.1,0.356,2.664582519
780,56.1,84,2007,0,327,330,324,32,0.21,1.099665984,99,18.5,51,59,2.82,59,2.7,37.44,9679745,9.3,9.3,0.346,2.569046516
781,50.2,84,2006,0,334,316,352,33,0.34,18.93011259,10,18.1,53,65,3.14,6,2.8,432.69,949229,9.5,9.5,0.325,2.258317958
782,52.1,84,2005,0,338,364,312,34,0.18,2.39524067,2497,17.7,55,61,3.45,57,2.9,41.66,939848,9.7,9.7,0.338,2.42899156
783,54,84,2004,0,337,334,340,35,0.21,21.3378184,2151,17.3,56,56,3.76,53,3,361.55,9137345,9.9,9.9,0.329,2.34520788
784,51.6,84,2003,0,336,328,344,36,0.17,19.89790929,7408,16.9,58,52,3.65,5,3,353.74,8971139,1.1,1.1,0.322,2.258317958
785,53.4,84,2002,0,328,318,338,37,0.17,2.215986136,11294,16.6,60,47,3.46,46,3,38.66,888546,1.3,1.3,0.316,2.19089023
786,63.6,77,2017,0,24,22,26,14,5.85,0,0,49.9,18,56,5.7,6,0.5,912.29,171161,3.9,3.9,0.49,3.016620626
787,65.2,77,2016,0,245,246,244,14,0.01,5.103249438,0,48.8,19,55,7.56,48,0.5,93.09,1572466,3.9,3.9,0.487,3.016620626
788,65,77,2015,0,253,264,242,14,5.68,4.989712322,0,47.7,19,67,8.1,68,0.5,91.02,1431776,3.9,3.9,0.483,3.016620626
789,63.4,77,2014,0,259,264,254,15,5.68,26.37942542,0,46.5,20,67,9.88,67,0.8,858.87,128921,3.9,3.9,0.477,2.983286778
790,62.5,77,2013,0,259,242,276,15,5.68,4.106484317,0,45.3,20,67,1.41,68,1.5,83.93,114554,4,4,0.47,2.949576241
791,38.3,77,2012,0,682,704,660,23,5.76,36.2929176,0,44.2,58,66,8.9,66,1.9,741.75,9999617,4,4,0.47,2.93257566
792,65.1,77,2011,0,251,260,242,16,5.85,41.30079452,0,43,21,65,6.68,65,2,748.49,985287,4.1,4.1,0.466,2.915475947
793,62.2,77,2010,0,259,256,262,16,5.95,63.83195683,0,41.8,22,64,5.92,63,2.4,755.73,97529,4.2,4.2,0.462,2.898275349
794,61.1,77,2009,0,266,262,270,17,6.08,56.77858733,0,4.7,23,62,5.56,63,2.7,689.72,9556889,4.2,4.2,0.458,2.898275349
795,63.2,77,2008,0,28,28,28,17,6.18,6.995556386,0,39.6,23,61,5.7,6,3.3,62.13,949457,4.3,4.3,0.455,2.880972058
796,67.8,77,2007,0,29,28,30,17,5.57,38.10904264,0,38.5,24,6,4.41,6,3.9,521.15,926344,4.4,4.4,0.452,2.863564213
797,55.8,77,2006,0,32,32,32,18,6.1,64.39853344,0,37.5,24,58,5.61,55,4.3,434.5,9119178,4.5,4.5,0.45,2.846049894
798,59.7,77,2005,0,3,2,4,18,6.64,44.25687135,0,36.5,25,56,5.32,53,4.6,369.36,8976552,4.5,4.6,0.447,2.846049894
799,61.4,77,2004,0,33,34,32,19,6.1,50.28558223,0,35.6,26,54,5.47,48,4.8,440.34,8834733,4.6,4.7,0.444,2.828427125
800,57.3,77,2003,0,35,34,36,19,6.22,60.77815868,159,34.8,27,52,5.63,45,5,463.39,8692567,4.7,4.7,0.443,2.810693865
801,58.6,77,2002,0,35,34,36,20,4.79,74.46033036,992,34,28,5,6.6,41,5.1,517.98,85492,4.8,4.8,0.439,2.792848009
802,76.2,122,2017,0,147,146,148,3,3.1,0,0,51,4,97,8.29,97,0.3,2605.3,896829,2.1,2.1,0.623,3.346640106
803,71.7,122,2016,0,149,158,140,3,2.87,345.3776344,0,5.2,4,97,8.72,97,0.3,2511.84,889216,2.1,2.1,0.618,3.376388603
804,73.1,122,2015,0,15,14,16,4,3.11,311.7553193,0,49.3,4,97,9.15,97,0.4,2393.19,8657785,2.2,2.1,0.614,3.405877273
805,75.9,122,2014,0,151,154,148,4,3.11,363.5721644,0,48.4,4,97,9.78,97,0.4,2439.79,855646,2.2,2.1,0.614,3.405877273
806,76.5,122,2013,0,153,160,146,4,3.1,32.16407994,0,47.6,5,97,8.57,97,0.4,238.09,83516,2.2,2.2,0.611,3.420526275
807,73,122,2012,0,156,166,146,4,3.1,302.1057507,0,46.8,5,97,8.45,97,0.4,2164.8,8194778,2.3,2.2,0.606,3.391164992
808,74.2,122,2011,0,157,148,166,4,3.08,286.1211446,0,45.9,5,97,8.84,97,0.5,2033.35,83521,2.3,2.2,0.603,3.361547263
809,75,122,2010,0,159,154,164,4,3.14,231.9112915,0,45.1,5,93,8.4,93,0.6,1961.79,7872658,2.3,2.3,0.597,3.33166625
810,75.7,122,2009,0,16,14,18,5,3.16,222.4823338,0,44.3,6,94,7.89,94,0.7,1783.68,777972,2.4,2.3,0.59,3.301514804
811,70.9,122,2008,0,161,160,162,5,3.23,192.9297829,0,43.5,6,94,7.63,95,0.8,1610.14,754146,2.4,2.4,0.583,3.286335345
812,67.3,122,2007,0,163,162,164,5,3.23,203.7134882,0,42.8,6,98,7.81,98,0.9,1469.15,737343,2.5,2.4,0.577,3.255764119
813,72.1,122,2006,0,165,166,164,5,3.02,188.2499208,0,42,7,94,7.89,94,1.2,1363.78,724153,2.6,2.5,0.571,3.224903099
814,69.4,122,2005,0,166,160,172,6,3.04,194.4335736,0,41.2,7,92,8.29,92,1.4,1296.22,733821,2.6,2.5,0.566,3.209361307
815,70.9,122,2004,0,169,176,162,6,3.09,154.8636161,0,4.4,7,95,7.28,95,1.5,1268.82,6863157,2.7,2.6,0.561,3.178049716
816,71.8,122,2003,0,171,170,172,6,2.74,15.36175284,0,39.6,8,99,6.88,96,1.6,127.07,669361,2.7,2.7,0.557,3.146426545
817,69,122,2002,0,174,164,184,6,2.61,28.80831098,0,38.8,8,88,6.63,94,1.7,211.44,6524283,2.8,2.7,0.551,3.130495168
818,76.5,91,2017,1,134,132,136,0,12.22,0,0,64.8,0,99,7.6,99,0.1,13849.5,984328,1.6,1.6,0.834,3.949683532
